Num,Timestamp,Current_J3,Temperature_J3,Speed_J3,Tool_current,cycle ,Robot_ProtectiveStop,grip_lost
1,2022-10-26T08:17:21.847Z,-0.998570203781127,32.125,-0.132835566997528,0.0827318429946899,1,0.0,False
2,2022-10-26T08:17:22.852Z,-0.206096932291984,32.1875,0.00166822713799774,0.50589495897293,1,0.0,False
3,2022-10-26T08:17:23.857Z,-0.351499497890472,32.125,0.379866957664489,0.0794200301170349,1,0.0,False
4,2022-10-26T08:17:24.863Z,-1.20911467075347,32.125,-0.384196132421493,0.0833253860473632,1,0.0,False
5,2022-10-26T08:17:25.877Z,-2.35647106170654,32.1875,-0.353284031152725,0.0863787531852722,1,0.0,False
6,2022-10-26T08:17:26.885Z,-0.481833845376968,32.1875,0.00217078370042145,0.188309669494628,1,0.0,False
7,2022-10-26T08:17:27.901Z,-0.488379955291748,32.1875,0.0,0.0851918458938598,1,0.0,False
8,2022-10-26T08:17:28.903Z,-0.512540757656097,32.1875,0.0,0.0870583653450012,1,0.0,False
9,2022-10-26T08:17:29.905Z,-0.262015104293823,32.1875,0.350063204765319,0.0857853293418884,1,0.0,False
10,2022-10-26T08:17:30.909Z,-0.184549927711486,32.1875,0.496241122484207,0.0850195884704589,1,0.0,False
11,2022-10-26T08:17:31.909Z,-0.782304286956787,32.1875,-0.579771041870117,0.0788266062736511,1,0.0,False
12,2022-10-26T08:17:32.924Z,-0.39667928218841497,32.1875,0.232323542237281,0.093337595462799,1,0.0,False
13,2022-10-26T08:17:33.929Z,-0.0989516675472259,32.1875,0.393293470144271,0.0826457738876342,1,0.0,False
14,2022-10-26T08:17:34.936Z,-0.459635257720947,32.25,5.33277726747646e-21,0.0831531286239624,1,0.0,False
15,2022-10-26T08:17:35.950Z,-0.83985149860382,32.25,-0.401681661605834,0.0869722962379455,1,0.0,False
16,2022-10-26T08:17:36.954Z,-0.696012139320373,32.1875,0.0,0.087651789188385,1,0.0,False
