Num,Timestamp,Current_J4,Temperature_J4,Speed_J4,Tool_current,cycle ,Robot_ProtectiveStop,grip_lost
1,2022-10-26T08:17:21.847Z,-0.0625398382544517,32.25,-0.00747852865606546,0.0827318429946899,1,0.0,False
2,2022-10-26T08:17:22.852Z,-1.0627623796463,32.25,-0.000766827317420393,0.50589495897293,1,0.0,False
3,2022-10-26T08:17:23.857Z,-0.668869018554687,32.3125,0.000454562221420928,0.0794200301170349,1,0.0,False
4,2022-10-26T08:17:24.863Z,-0.81975507736206,32.25,0.0184108391404151,0.0833253860473632,1,0.0,False
5,2022-10-26T08:17:25.877Z,-0.966426730155944,32.3125,0.014993798919022,0.0863787531852722,1,0.0,False
6,2022-10-26T08:17:26.885Z,0.0153181906789541,32.3125,0.000264706701273098,0.188309669494628,1,0.0,False
7,2022-10-26T08:17:27.901Z,0.00650572963058948,32.3125,0.0,0.0851918458938598,1,0.0,False
8,2022-10-26T08:17:28.903Z,-0.0218445193022489,32.3125,0.0,0.0870583653450012,1,0.0,False
9,2022-10-26T08:17:29.905Z,0.0999419391155242,32.3125,-0.00998554099351167,0.0857853293418884,1,0.0,False
10,2022-10-26T08:17:30.909Z,0.0791570618748664,32.3125,-0.0173527542501688,0.0850195884704589,1,0.0,False
11,2022-10-26T08:17:31.909Z,-0.15929028391838,32.3125,0.0,0.0788266062736511,1,0.0,False
12,2022-10-26T08:17:32.924Z,-0.114071279764175,32.3125,0.0641457885503768,0.093337595462799,1,0.0,False
13,2022-10-26T08:17:33.929Z,0.279280871152877,32.375,0.0,0.0826457738876342,1,0.0,False
14,2022-10-26T08:17:34.936Z,0.0923697128891944,32.375,-4.22552103716286e-32,0.0831531286239624,1,0.0,False
15,2022-10-26T08:17:35.950Z,-0.14594092965126,32.375,0.0160146169364452,0.0869722962379455,1,0.0,False
16,2022-10-26T08:17:36.954Z,-0.124836757779121,32.375,0.0,0.087651789188385,1,0.0,False
17,2022-10-26T08:17:37.954Z,-0.17290636897087,32.4375,0.0,0.172946810722351,1,0.0,False
18,2022-10-26T08:17:38.964Z,0.00814955215901136,32.375,-0.0352229885756969,0.0864649415016174,1,0.0,False
19,2022-10-26T08:17:39.964Z,0.877194166183471,32.375,7.46452060411684e-05,0.083918809890747,1,0.0,False
20,2022-10-26T08:17:40.967Z,0.250593960285186,32.4375,0.0428106226027011,0.083239197731018,1,1.0,False
21,2022-10-26T08:17:41.975Z,-0.000423390069045126,32.4375,0.0,0.083918809890747,1,1.0,False
