Num,Timestamp,Current_J2,Temperature_J2,Speed_J2,Tool_current,cycle ,Robot_ProtectiveStop,grip_lost
1,2022-10-26T08:17:21.847Z,-1.5314415693283,29.375,0.00131019437685608,0.0827318429946899,1,0.0,False
2,2022-10-26T08:17:22.852Z,-0.866556406021118,29.4375,0.00218513747677207,0.50589495897293,1,0.0,False
3,2022-10-26T08:17:23.857Z,-2.3043360710144,29.4375,-2.53587412834167,0.0794200301170349,1,0.0,False
4,2022-10-26T08:17:24.863Z,-1.2176524400711,29.4375,-0.00909601431339979,0.0833253860473632,1,0.0,False
5,2022-10-26T08:17:25.877Z,-1.79407620429992,29.4375,0.00113834510557353,0.0863787531852722,1,0.0,False
6,2022-10-26T08:17:26.885Z,-1.21177947521209,29.4375,0.000262410816503688,0.188309669494628,1,0.0,False
7,2022-10-26T08:17:27.901Z,-0.960633754730224,29.4375,0.0,0.0851918458938598,1,0.0,False
8,2022-10-26T08:17:28.903Z,-0.961322426795959,29.4375,0.0,0.0870583653450012,1,0.0,False
9,2022-10-26T08:17:29.905Z,-1.41893362998962,29.4375,-0.0154825886711478,0.0857853293418884,1,0.0,False
10,2022-10-26T08:17:30.909Z,-1.97940039634704,29.4375,-0.016995683312416,0.0850195884704589,1,0.0,False
11,2022-10-26T08:17:31.909Z,-0.549352586269378,29.4375,2.59407114982605,0.0788266062736511,1,0.0,False
12,2022-10-26T08:17:32.924Z,-1.05097723007202,29.5,-0.0327993892133235,0.093337595462799,1,0.0,False
13,2022-10-26T08:17:33.929Z,-1.74169266223907,29.5,-2.5245521068573,0.0826457738876342,1,0.0,False
14,2022-10-26T08:17:34.936Z,-1.57418835163116,29.4375,-0.000265061215031892,0.0831531286239624,1,0.0,False
15,2022-10-26T08:17:35.950Z,-0.730017900466919,29.5,0.031121889129281,0.0869722962379455,1,0.0,False
16,2022-10-26T08:17:36.954Z,-0.7911878824234,29.5,0.0,0.087651789188385,1,0.0,False
17,2022-10-26T08:17:37.954Z,-0.767417550086975,29.4375,0.0,0.172946810722351,1,0.0,False
18,2022-10-26T08:17:38.964Z,-3.57716703414917,29.5,-0.0612916275858879,0.0864649415016174,1,0.0,False
19,2022-10-26T08:17:39.964Z,-0.898230552673339,29.5,2.57779073715209,0.083918809890747,1,0.0,False
20,2022-10-26T08:17:40.967Z,-1.93753981590271,29.5,0.00768015068024396,0.083239197731018,1,1.0,False
21,2022-10-26T08:17:41.975Z,-1.39989161491394,29.5,4.62662574136629e-05,0.083918809890747,1,1.0,False
22,2022-10-26T08:17:42.989Z,-1.35330116748809,29.5,0.0,0.0966494679450988,1,1.0,False
23,2022-10-26T08:17:43.990Z,-1.3349050283432,29.5,0.0,0.0851057171821594,1,1.0,False
24,2022-10-26T08:17:45.005Z,-1.33627772331237,29.5,0.0,0.0908775925636291,1,1.0,False
25,2022-10-26T08:17:46.006Z,-1.33377957344055,29.5,0.0,0.0875657200813293,1,0.0,False
26,2022-10-26T08:17:47.011Z,-1.34616768360137,29.5,0.0,0.083918809890747,1,0.0,False
27,2022-10-26T08:17:48.015Z,-1.32986235618591,29.5,0.0,0.0826457738876342,1,0.0,False
28,2022-10-26T08:17:49.021Z,-1.33481466770172,29.5,0.0,0.0845122933387756,1,0.0,False
29,2022-10-26T08:17:50.024Z,-1.33399891853332,29.5,0.0,0.0864649415016174,1,0.0,False
30,2022-10-26T08:17:51.027Z,-1.33248901367187,29.5,0.0,0.0863787531852722,1,0.0,False
31,2022-10-26T08:17:52.031Z,-1.40364456176757,29.5625,1.14106767648717e-24,0.0826457738876342,1,1.0,False
32,2022-10-26T08:17:53.036Z,-1.46646857261657,29.5625,0.0,0.088331401348114,1,1.0,False
33,2022-10-26T08:17:54.050Z,-1.45539057254791,29.5625,0.0,0.0915572047233581,1,1.0,False
34,2022-10-26T08:17:55.055Z,-1.43714499473571,29.5625,0.0,0.0878241062164306,1,0.0,False
35,2022-10-26T08:17:56.057Z,-0.927237153053283,29.5625,0.000501225236803293,0.0896044969558715,1,0.0,False
36,2022-10-26T08:17:57.060Z,-0.814090013504028,29.625,-0.000587299175094813,0.083239197731018,1,0.0,False
37,2022-10-26T08:17:58.065Z,-0.86875295639038,29.625,0.0,0.0896906852722168,1,0.0,False
38,2022-10-26T08:17:59.067Z,-0.874809741973877,29.625,-0.008958475664258,0.083239197731018,1,0.0,False
39,2022-10-26T08:18:00.071Z,-0.977144598960876,29.625,0.0,0.082559585571289,1,0.0,False
40,2022-10-26T08:18:01.086Z,-1.08292090892791,29.625,0.0,0.0902841091156005,2,0.0,False
41,2022-10-26T08:18:02.090Z,-1.41351401805877,29.625,1.46505497298799e-15,0.0845122933387756,2,0.0,False
42,2022-10-26T08:18:03.097Z,-1.07871663570404,29.625,-0.0479488261044025,0.0908775925636291,2,0.0,False
43,2022-10-26T08:18:04.098Z,-1.62232708930969,29.625,-2.51585102081298,0.0769600868225097,2,0.0,False
44,2022-10-26T08:18:05.105Z,-0.734569191932678,29.625,0.0300115067511796,0.083239197731018,2,0.0,True
45,2022-10-26T08:18:06.110Z,-0.669086575508117,29.625,0.016680119559168802,0.0837464928627014,2,0.0,True
46,2022-10-26T08:18:07.112Z,-0.823336064815521,29.625,0.0,0.18695044517517,2,0.0,False
47,2022-10-26T08:18:08.119Z,-0.788180530071258,29.625,0.0,0.0845122933387756,2,0.0,False
48,2022-10-26T08:18:09.124Z,-0.786771893501281,29.625,0.0,0.0795062184333801,2,0.0,False
49,2022-10-26T08:18:10.139Z,-0.831333518028259,29.625,0.0,0.0851057171821594,2,0.0,False
50,2022-10-26T08:18:11.144Z,-1.2425742149353,29.6875,-0.0012663957895711,0.0856992006301879,2,0.0,False
51,2022-10-26T08:18:12.149Z,-1.85051655769348,29.6875,-0.0376811884343624,0.0882453322410583,2,0.0,False
52,2022-10-26T08:18:13.158Z,-1.72445201873779,29.625,-0.00293946056626737,0.0812864899635315,2,0.0,False
53,2022-10-26T08:18:14.161Z,-0.39270469546318,29.625,-0.0243371650576591,0.083325445652008,2,0.0,False
54,2022-10-26T08:18:15.162Z,-1.31233656406402,29.6875,-0.0343958958983421,0.082559585571289,2,0.0,False
55,2022-10-26T08:18:16.177Z,-1.6306847333908,29.625,0.00709932437166571,0.0812004208564758,2,0.0,False
56,2022-10-26T08:18:17.178Z,-0.247334733605384,29.625,0.0592433325946331,0.0813726782798767,2,0.0,False
57,2022-10-26T08:18:18.178Z,-0.820012807846069,29.6875,-7.19898962415754e-05,0.0870583653450012,2,0.0,False
58,2022-10-26T08:18:19.192Z,-0.75484025478363,29.625,0.0,0.168534159660339,2,0.0,True
59,2022-10-26T08:18:20.195Z,-0.769278764724731,29.6875,0.0,0.0801857709884643,2,0.0,True
60,2022-10-26T08:18:21.196Z,-0.798495292663574,29.6875,0.0,0.088331401348114,2,0.0,True
61,2022-10-26T08:18:22.199Z,-0.793158411979675,29.6875,0.0,0.0769601464271545,2,0.0,True
