Num,Timestamp,Current_J5,Temperature_J5,Speed_J5,Tool_current,cycle ,Robot_ProtectiveStop,grip_lost
1,2022-10-26T08:17:21.847Z,-0.152622118592262,32.0,-0.152962237596511,0.0827318429946899,1,0.0,False
2,2022-10-26T08:17:22.852Z,-0.260763853788375,32.0,0.000416901602875441,0.50589495897293,1,0.0,False
3,2022-10-26T08:17:23.857Z,0.0390712767839431,32.0625,-0.496855854988098,0.0794200301170349,1,0.0,False
4,2022-10-26T08:17:24.863Z,0.153902933001518,32.0,0.425559103488922,0.0833253860473632,1,0.0,False
5,2022-10-26T08:17:25.877Z,0.178997665643692,32.0,0.180988609790802,0.0863787531852722,1,0.0,False
6,2022-10-26T08:17:26.885Z,0.0648444592952728,32.0625,-0.00247016106732189,0.188309669494628,1,0.0,False
7,2022-10-26T08:17:27.901Z,0.0532493405044078,32.0625,1.12103877145985e-44,0.0851918458938598,1,0.0,False
8,2022-10-26T08:17:28.903Z,0.0392284430563449,32.0625,0.0,0.0870583653450012,1,0.0,False
9,2022-10-26T08:17:29.905Z,-0.173527032136917,32.0625,-0.192710176110267,0.0857853293418884,1,0.0,False
10,2022-10-26T08:17:30.909Z,-0.209540769457817,32.0625,-0.588686048984527,0.0850195884704589,1,0.0,False
11,2022-10-26T08:17:31.909Z,-0.0953236371278762,32.125,0.642610073089599,0.0788266062736511,1,0.0,False
12,2022-10-26T08:17:32.924Z,0.209455430507659,32.0625,0.0149858091026544,0.093337595462799,1,0.0,False
13,2022-10-26T08:17:33.929Z,0.0436390526592731,32.0625,-0.488444119691848,0.0826457738876342,1,0.0,False
14,2022-10-26T08:17:34.936Z,0.0314100719988346,32.125,0.0,0.0831531286239624,1,0.0,False
15,2022-10-26T08:17:35.950Z,0.184525415301322,32.125,0.208911523222923,0.0869722962379455,1,0.0,False
16,2022-10-26T08:17:36.954Z,-0.0206533409655094,32.125,5.77902610530145e-05,0.087651789188385,1,0.0,False
17,2022-10-26T08:17:37.954Z,0.0252373553812503,32.125,0.0,0.172946810722351,1,0.0,False
18,2022-10-26T08:17:38.964Z,-0.140795201063156,32.125,-0.707988858222961,0.0864649415016174,1,0.0,False
19,2022-10-26T08:17:39.964Z,-0.0136818084865808,32.125,0.665149807929992,0.083918809890747,1,0.0,False
20,2022-10-26T08:17:40.967Z,0.220356836915016,32.125,-0.109235197305679,0.083239197731018,1,1.0,False
21,2022-10-26T08:17:41.975Z,0.143993318080902,32.125,0.0,0.083918809890747,1,1.0,False
22,2022-10-26T08:17:42.989Z,0.110979378223419,32.125,0.0,0.0966494679450988,1,1.0,False
23,2022-10-26T08:17:43.990Z,0.0756751149892807,32.1875,0.0,0.0851057171821594,1,1.0,False
24,2022-10-26T08:17:45.005Z,0.0947169810533523,32.1875,0.0,0.0908775925636291,1,1.0,False
25,2022-10-26T08:17:46.006Z,0.0621560811996459,32.1875,0.0,0.0875657200813293,1,0.0,False
26,2022-10-26T08:17:47.011Z,0.0635061860084533,32.1875,0.0,0.083918809890747,1,0.0,False
27,2022-10-26T08:17:48.015Z,0.0985790565609932,32.1875,0.0,0.0826457738876342,1,0.0,False
28,2022-10-26T08:17:49.021Z,0.0753889828920364,32.1875,0.0,0.0845122933387756,1,0.0,False
29,2022-10-26T08:17:50.024Z,0.0739454180002212,32.1875,0.0,0.0864649415016174,1,0.0,False
30,2022-10-26T08:17:51.027Z,0.0819147452712059,32.1875,0.0,0.0863787531852722,1,0.0,False
31,2022-10-26T08:17:52.031Z,0.0467309728264808,32.25,-0.00049880554433912,0.0826457738876342,1,1.0,False
32,2022-10-26T08:17:53.036Z,0.162888258695602,32.25,0.0,0.088331401348114,1,1.0,False
33,2022-10-26T08:17:54.050Z,0.118648722767829,32.25,0.0,0.0915572047233581,1,1.0,False
34,2022-10-26T08:17:55.055Z,0.0908213555812835,32.25,0.0,0.0878241062164306,1,0.0,False
35,2022-10-26T08:17:56.057Z,-0.202345103025436,32.25,0.0553449131548404,0.0896044969558715,1,0.0,False
36,2022-10-26T08:17:57.060Z,-0.268138796091079,32.25,0.0497147664427757,0.083239197731018,1,0.0,False
37,2022-10-26T08:17:58.065Z,-0.0773100554943084,32.25,0.0,0.0896906852722168,1,0.0,False
38,2022-10-26T08:17:59.067Z,0.165991067886352,32.25,0.014060971327126,0.083239197731018,1,0.0,False
39,2022-10-26T08:18:00.071Z,0.0849450528621673,32.25,0.0,0.082559585571289,1,0.0,False
40,2022-10-26T08:18:01.086Z,0.0261739045381546,32.25,0.0,0.0902841091156005,2,0.0,False
41,2022-10-26T08:18:02.090Z,-0.183322548866271,32.25,-0.0714060291647911,0.0845122933387756,2,0.0,False
42,2022-10-26T08:18:03.097Z,0.259854078292846,32.3125,0.00563709624111652,0.0908775925636291,2,0.0,False
43,2022-10-26T08:18:04.098Z,0.0306097939610481,32.3125,-0.493793964385986,0.0769600868225097,2,0.0,False
44,2022-10-26T08:18:05.105Z,0.171397775411605,32.3125,0.554572165012359,0.083239197731018,2,0.0,True
45,2022-10-26T08:18:06.110Z,0.172667145729064,32.3125,0.076845683157444,0.0837464928627014,2,0.0,True
46,2022-10-26T08:18:07.112Z,0.0701948925852775,32.3125,0.0,0.18695044517517,2,0.0,False
47,2022-10-26T08:18:08.119Z,0.0652872547507286,32.3125,0.0,0.0845122933387756,2,0.0,False
48,2022-10-26T08:18:09.124Z,0.0470582582056522,32.3125,0.0,0.0795062184333801,2,0.0,False
49,2022-10-26T08:18:10.139Z,0.0318334065377712,32.3125,0.0,0.0851057171821594,2,0.0,False
50,2022-10-26T08:18:11.144Z,0.00500738294795155,32.3125,-0.0126172034069895,0.0856992006301879,2,0.0,False
51,2022-10-26T08:18:12.149Z,-0.167302548885345,32.375,-0.511525392532348,0.0882453322410583,2,0.0,False
52,2022-10-26T08:18:13.158Z,-0.142983496189117,32.375,-0.263059437274932,0.0812864899635315,2,0.0,False
53,2022-10-26T08:18:14.161Z,-0.210291981697082,32.375,0.132148578763008,0.083325445652008,2,0.0,False
54,2022-10-26T08:18:15.162Z,0.233138799667358,32.375,-0.20946916937828,0.082559585571289,2,0.0,False
55,2022-10-26T08:18:16.177Z,0.0387084484100341,32.375,-0.000756951456423848,0.0812004208564758,2,0.0,False
56,2022-10-26T08:18:17.178Z,0.214470654726028,32.375,1.13126671314239,0.0813726782798767,2,0.0,False
57,2022-10-26T08:18:18.178Z,0.0996728986501693,32.375,2.30521418416174e-05,0.0870583653450012,2,0.0,False
58,2022-10-26T08:18:19.192Z,0.000295099336653947,32.375,0.0,0.168534159660339,2,0.0,True
59,2022-10-26T08:18:20.195Z,-0.00282208016142249,32.4375,0.0,0.0801857709884643,2,0.0,True
60,2022-10-26T08:18:21.196Z,0.0108600882813334,32.4375,0.0,0.088331401348114,2,0.0,True
61,2022-10-26T08:18:22.199Z,0.00816565286368131,32.4375,0.0,0.0769601464271545,2,0.0,True
62,2022-10-26T08:18:23.204Z,0.0367334149777889,32.4375,0.0,0.0870583653450012,2,0.0,True
63,2022-10-26T08:18:24.210Z,0.0178032927215099,32.4375,0.0,0.0806930661201477,2,0.0,True
64,2022-10-26T08:18:25.212Z,0.000549220480024814,32.375,2.20752614284738e-22,0.0812864899635315,2,0.0,True
65,2022-10-26T08:18:26.215Z,-0.0060505005531013,32.4375,0.0,0.097750186920166,2,0.0,True
66,2022-10-26T08:18:27.218Z,-0.000278387917205691,32.4375,0.0,0.0920644998550415,2,0.0,True
67,2022-10-26T08:18:28.223Z,0.024980328977108,32.4375,0.0,0.0857853293418884,2,0.0,True
68,2022-10-26T08:18:29.225Z,0.0197497345507144,32.4375,0.0,0.0789126753807067,2,0.0,True
69,2022-10-26T08:18:30.229Z,0.0406697243452072,32.4375,0.0,0.0806930661201477,2,0.0,True
70,2022-10-26T08:18:31.233Z,0.0105510605499148,32.4375,0.0,0.0845122933387756,2,0.0,True
71,2022-10-26T08:18:32.238Z,0.0436041690409183,32.4375,0.0,0.0794200301170349,2,0.0,True
72,2022-10-26T08:18:33.241Z,0.0271147191524505,32.4375,0.0,0.0789127349853515,2,0.0,True
73,2022-10-26T08:18:34.246Z,0.0240443833172321,32.4375,0.0,0.0909637212753295,2,0.0,True
74,2022-10-26T08:18:35.252Z,-0.147103801369667,32.4375,-0.298612773418426,0.088331401348114,2,0.0,True
75,2022-10-26T08:18:36.257Z,-0.127601325511932,32.4375,0.630541443824768,0.0782331824302673,2,0.0,True
76,2022-10-26T08:18:37.264Z,-0.235955566167831,32.5,0.191301017999649,0.0864649415016174,2,0.0,True
77,2022-10-26T08:18:38.270Z,-0.185865372419357,32.5,0.000467970734462142,0.305517375469207,2,0.0,False
78,2022-10-26T08:18:39.275Z,0.135376527905464,32.5,0.110960073769092,0.0882453322410583,2,0.0,False
79,2022-10-26T08:18:40.279Z,0.112032398581504,32.5,0.00082134420517832,0.09265798330307,2,0.0,False
80,2022-10-26T08:18:41.286Z,0.0508390516042709,32.5,0.0,0.0762804746627807,2,0.0,False
81,2022-10-26T08:18:42.292Z,0.0370840206742286,32.5,-1.30584876387729e-05,0.0851056575775146,2,0.0,False
